ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
47000   ,SAFECO SURPLUS LINES INSURANCE COMPANY  ,4700TMPG,SAFECO SURPLUS LINES INS CO TMPG COLL   ,2951                          ,1024                               ,CHASE   ,G 24092         ,
90000   ,LIFE EUROCOLLATERAL                     ,90000   ,LIFE EUROCOLLATERAL                     ,                              ,412                                ,CHASEGLB,10437           ,
ARG-REIN,LIBERTY RE ARGENTINA                    ,ARG-REIN,LIBERTY RE ARGENTINA                    ,L762                          ,956                                ,CITIBANK,829117          ,
ARG-REIN,LIBERTY RE ARGENTINA                    ,ARGREWC ,ARGENTINA REINSURANCE WORKING CAPITAL   ,L762                          ,986                                ,CITIBANK,NULL,
ARG-SEG , - ARGENTINA SEGUROS      ,ARGCORP ,ARGENTINA SEGUROS CORPORATE             ,L758                          ,459                                ,CITIBANK,22223/95437     ,
ARG-SEG , - ARGENTINA SEGUROS      ,ARGCORP ,ARGENTINA SEGUROS CORPORATE             ,L758                          ,459                                ,CITIBANK,36148904        ,
ARG-SEG , - ARGENTINA SEGUROS      ,ARGGLOBL,ARGENTINA SEGUROS - GLOBAL SECURITIES   ,L758                          ,182                                ,CITIBANK,22223/95437     ,
ARG-SEG , - ARGENTINA SEGUROS      ,ARGGOVLN,ARGENTINA SEGUROS - GOVERNMENT LOANS    ,L758                          ,224                                ,CITIBANK,817358          ,
ARG-SEG , - ARGENTINA SEGUROS      ,ARGSEGWC,ARGENTINA SEGUROS - WORKING CAPITAL     ,L758                          ,1000                               ,CITIBANK,NULL,
ARG-SEG , - ARGENTINA SEGUROS      ,ARSEGSUR,ARGENTINA SEGUROS - US BOND PORTFOLIO   ,L758                          ,460                                ,CITIBANK,22223/95437     ,
ARGINTL ,LIBERTY INTL ARGENTINA HOLDINGS S.A.    ,ARGINTWC,LIBERTY INTL ARGENTINA HLD S.A. WORK CAP,L766                          ,992                                ,CITIBANK,NULL,
ARGRISK ,LIBERTY RISK SERVICES ARGENTINA         ,ARGRISWC,LIBERTY RISK ARGENTINA WORKING CAPITAL  ,L764                          ,991                                ,CITIBANK,NULL,
BRAZIL-L,BRAZIL LIMITADA                         ,BRAZIL-B,BRAZIL-BND                              ,8067                          ,816                                ,ITAU    ,990865          ,BRAZIL-B
BRAZIL-L,BRAZIL LIMITADA                         ,BRAZIL-L,BRAZIL LIMITADA - LMM                   ,8067                          ,                                   ,ITAU    ,NULL,
BRAZIL-M,LIBERTY BRAZIL - MEZZANINE DEBT         ,BRAZIL-M,LIBERTY BRAZIL - MEZZANINE DEBT- CLOSED ,8067                          ,431                                ,ITAU    ,NULL,
BROOKE  ,BROOKE DRILLING LLC                     ,BROOKE  ,BROOKE DRILLING LLC                     ,                              ,1075                               ,CHASE   ,G 00502         ,
BRZLLTDA,LIBERTY INTL BRAZIL LTDA                ,BRZLLTDA,LIBERTY INTL BRAZIL LTDA                ,L726                          ,974                                ,ITAU    ,990136          ,BRZLLTDA
CHILE1  ,LIBERTY COMPANIA SEGUROS GENS SA (CHILE),CHILE1  ,LIBERTY COMPANIA SEGUROS GENS SA - CHILE,L711                          ,175                                ,CITIBANK,611145371/400148,CHILE1  
CHILE1  ,LIBERTY COMPANIA SEGUROS GENS SA (CHILE),CHILE1WC,LIBERTY COMPANIA DE SEGUROS WORK CAPITAL,L710                          ,989                                ,CITIBANK,NULL,
CHILE1  ,LIBERTY COMPANIA SEGUROS GENS SA (CHILE),CHILEST ,CHILE SHORT TERM                        ,L711                          ,461                                ,CITIBANK,NULL,
CHILEHLD,CHILE S.A.        ,CHILEHWC,LIBERTY INTL CHILE S.A. WORKING CAPITAL ,L713                          ,990                                ,CITIBANK,NULL,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0100   ,PEERLESS INDEMNITY INS CO               ,2651                          ,346                                ,CHASE   ,G 08413         ,G0100   
G0100   ,PEERLESS INDEMNITY INS CO               ,G0100CA ,PEERLESS - CA TM                        ,2651                          ,                                   ,CHASE   ,P 62587         ,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0100NV ,PEERLESS - NV TM                        ,2651                          ,                                   ,CHASE   ,G 12009         ,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0100SL ,PEERLESS INDEMN INS CO - SL             ,2651                          ,871                                ,BONY    ,523205          ,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0100TRN,G0100 LOT TRANSFERS                     ,2651                          ,                                   ,CHASE   ,NULL,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0105   ,PEERLESS INDEMNITY INS CO B             ,2651                          ,384                                ,CHASE   ,NULL,
G0100   ,PEERLESS INDEMNITY INS CO               ,G0108   ,PEERLESS INDEMNITY INS CO-2008 LIH REPL ,2651                          ,347                                ,CHASE   ,G 11790         ,
G0100   ,PEERLESS INDEMNITY INS CO               ,G010TMPG,PEERLESS INDEMNITY INS CO TMPG COLL     ,2651                          ,1006                               ,CHASE   ,G 24072         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200   ,PEERLESS INSURANCE COMPANY              ,2658                          ,348                                ,CHASE   ,G 08414         ,G0200   
G0200   ,PEERLESS INSURANCE COMPANY              ,G02001B ,PEERLESS SINGLE B                       ,2658                          ,407                                ,CHASE   ,G 12050         ,G02001B 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02001BD,PEERLESS SINGLE B DEFERRED GAIN/LOSS    ,2658                          ,408                                ,CHASE   ,G 00277         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G02002B ,PEERLESS HIGH YIELD BOND                ,2658                          ,409                                ,CHASE   ,G 00245         ,G02002B 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02002BD,PEERLESS DOUBLE B DEFERRED GAIN/LOSS    ,2658                          ,410                                ,CHASE   ,G 00276         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200BR1,PEERLESS INSURANCE CO - BRL DURATION    ,2658                          ,773                                ,ITAU    ,NULL,G0200BR1
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200CA ,PEERLESS INS. - CA TM                   ,2658                          ,                                   ,CHASE   ,P 62588         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200CS ,PEERLESS INS CO - CREDIT STRATEGIES     ,2658                          ,1322                               ,CHASE   ,G 21287         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200DE8,PEERLESS DEBT EXCHANGE 2008             ,2658                          ,385                                ,CHASE   ,G 00233         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200EQ ,PEERLESS INS. CO-EQUITY                 ,2658                          ,1306                               ,CHASE   ,G 21418         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200ESM,PEERLESS INS CO - EUROPEAN SMALL CAP    ,2658                          ,987                                ,CHASEGLB,ACX60           ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200FP ,PEERLESS INS. CO-FUNDING                ,2658                          ,1305                               ,CHASE   ,G 21417         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200G  ,PEERLESS INS CO GLOBAL                  ,2658                          ,893                                ,CHASEGLB,84701           ,G0200G  
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200GLF,PEERLESS GLOBAL OPPORTUNITIES FUND      ,2658                          ,1282                               ,CHASEGLB,EJF21           ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200HC ,PEERLESS INS CO - HUBER CAPITAL         ,2658                          ,985                                ,CHASE   ,ACW55           ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200HY ,PEERLESS - HIGH YIELD                   ,2658                          ,                                   ,CHASE   ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200IC ,PIC US LARGE - ICAP                     ,2658                          ,845                                ,CHASE   ,G 15305         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200M  ,PEERLESS INSURANCE COMPANY MLP          ,2658                          ,902                                ,CHASE   ,G 21227         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200RP ,PEERLESS - REPO PROCEEDS                ,2658                          ,                                   ,CHASE   ,G 10956         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200SG ,PIC US SMID - SGI                       ,2658                          ,847                                ,CHASE   ,G 15304         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200SL ,PEERLESS - SL                           ,2658                          ,874                                ,BONY    ,153632          ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200SP5,PIC - US LARGE CAP                      ,2658                          ,785                                ,CHASE   ,G 23810         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0200TRN,G0200 LOT TRANSFERS                     ,2658                          ,                                   ,CHASE   ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0207   ,PEERLESS - FHLB TRIPARTY COLLATERAL     ,2658                          ,684                                ,CHASE   ,G 20124         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0208   ,PEERLESS INSURANCE CO-2008 LIH REPOOLING,2658                          ,349                                ,CHASE   ,G 11789         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G020GSML,PEERLESS INSURANCE CO-GOLDMAN SACHS MLP ,2658                          ,1003                               ,CHASE   ,G 24070         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G020SP5E,PEERLESS INS CO - S7P 500 EQUAL WEIGHTED,2658                          ,997                                ,CHASE   ,G 24032         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G020TMPG,PEERLESS INSURANCE CO TMPG COLLATERAL   ,2658                          ,1007                               ,CHASE   ,G 24073         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0218   ,PEERLESS INSURANCE - ASSET TRANSFER 2008,2658                          ,350                                ,CHASE   ,G 11887         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0235   ,PEERLESS INSURANCE COMPANY - INTECH     ,2658                          ,                                   ,CHASE   ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0239SC ,PIC - US SMID CAP                       ,2658                          ,784                                ,CHASE   ,G 56502         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0249AE ,PIC - ASIA EX-JAPAN                     ,2658                          ,788                                ,CHASEGLB,75009           ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0249AED,PIC - ASIA EX-JAPAN - DOM               ,2658                          ,805                                ,CHASE   ,G 56518         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0275   ,PEERLESS INDEMNITY-PEERLESS INTERCO     ,2658                          ,351                                ,CHASE   ,G 10410         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0276   ,PEERLESS - FHLB BORROWING               ,2658                          ,685                                ,CHASE   ,G 20123         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0280   ,PEERLESS - LIBERTY NORTHWEST INTERCO    ,2658                          ,352                                ,CHASE   ,G 11218         ,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0288   ,PEERLESS - REAL ESTATE LP               ,2658                          ,                                   ,CHASELP ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0290   ,PEERLESS INS CO - LIMITED PARTNERSHIPS  ,2658                          ,                                   ,CHASELP ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G0295   ,PEERLESS INS CO - LP INTERCO            ,2658                          ,                                   ,8500    ,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G02AU   ,PEERLESS INSURANCE - AUD                ,2658                          ,                                   ,CHASEGLB,NULL,
G0200   ,PEERLESS INSURANCE COMPANY              ,G02CLMET,PEERLESS - METLIFE CML                  ,2658                          ,1087                               ,CHASE   ,G 00582         ,G02CLMET
G0200   ,PEERLESS INSURANCE COMPANY              ,G02CLPRU,PEERLESS - PRUDENTIAL CML               ,2658                          ,1099                               ,CHASE   ,G 00583         ,G02CLPRU
G0200   ,PEERLESS INSURANCE COMPANY              ,G02CORP ,PEERLESS INS CO-CORPORATE TOTAL RETURN  ,2658                          ,1167                               ,CHASE   ,G 21781         ,G02CORP 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02CSPR ,PEERLESS - CREDIT STRATEGIES PROCESSING ,2658                          ,1342                               ,CHASE   ,G 22019         ,G02CSPR 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02EMTR ,PEERLESS INS CO-EM TOTAL RETURN         ,2658                          ,1169                               ,CHASE   ,G 21780         ,G02EMTR 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02EMTRG,PEERLESS INS CO-EM TOTAL RETURN GLOBAL  ,2658                          ,1181                               ,CHASEGLB,EEY10           ,G02EMTRG
G0200   ,PEERLESS INSURANCE COMPANY              ,G02MBS  ,PEERLESS INS CO-MBS TOTAL RETURN        ,2658                          ,1168                               ,CHASE   ,G 21783         ,G02MBS  
G0200   ,PEERLESS INSURANCE COMPANY              ,G02MUNI ,PEERLESS INS CO-MUNI TOTAL RETURN       ,2658                          ,1174                               ,CHASE   ,G 21782         ,G02MUNI 
G0200   ,PEERLESS INSURANCE COMPANY              ,G02NPGC ,PEERLESS-NAPIER PARK GLOBAL CAP (US) LP ,2658                          ,1339                               ,CHASE   ,G 22013         ,G02NPGC 
G0300   ,INDIANA INSURANCE COMPANY               ,G0300   ,INDIANA INSURANCE COMPANY               ,2663                          ,353                                ,CHASE   ,G 08415         ,G0300   
G0300   ,INDIANA INSURANCE COMPANY               ,G0300IN ,INDIANA INS. - IN TM                    ,2663                          ,                                   ,CHASE   ,NULL,
G0300   ,INDIANA INSURANCE COMPANY               ,G0300SL ,INDIANA INSURANCE CO - SL               ,2663                          ,875                                ,BONY    ,523202          ,
G0300   ,INDIANA INSURANCE COMPANY               ,G0300TRN,G0300 LOT TRANSFERS                     ,2663                          ,                                   ,CHASE   ,NULL,
G0300   ,INDIANA INSURANCE COMPANY               ,G030TMPG,INDIANA INSURANCE CO TMPG COLLATERAL    ,2663                          ,1008                               ,CHASE   ,G 24074         ,
G0300   ,INDIANA INSURANCE COMPANY               ,G0320LC ,IIC - US LARGE CAP                      ,2663                          ,791                                ,CHASE   ,G 56505         ,
G0300   ,INDIANA INSURANCE COMPANY               ,G0339SC ,IIC - US SMID CAP                       ,2663                          ,790                                ,CHASE   ,G 56504         ,
G0400   ,HAWKEYE - SECURITY INSURANCE COMPANY    ,G0400   ,HAWKEYE - SECURITY INSURANCE COMPANY    ,2655                          ,354                                ,CHASE   ,G 08419         ,G0400   
G0400   ,HAWKEYE - SECURITY INSURANCE COMPANY    ,G0400TRN,G0400 LOT TRANSFERS                     ,2655                          ,                                   ,CHASE   ,NULL,
G0500   ,EXCELSIOR INSURANCE COMPANY             ,G0500   ,EXCELSIOR INSURANCE COMPANY             ,2660                          ,355                                ,CHASE   ,G 08417         ,G0500   
G0500   ,EXCELSIOR INSURANCE COMPANY             ,G0500TRN,G0500 LOT TRANSFERS                     ,2660                          ,                                   ,CHASE   ,NULL,
G0600   ,CONSOLIDATED INSURANCE COMPANY          ,G0600   ,CONSOLIDATED INSURANCE COMPANY          ,2664                          ,356                                ,CHASE   ,G 08416         ,G0600   
G0600   ,CONSOLIDATED INSURANCE COMPANY          ,G0600IN ,CONS. INSUR. CO - IN TM                 ,2664                          ,                                   ,CHASE   ,NULL,
G0600   ,CONSOLIDATED INSURANCE COMPANY          ,G0600TRN,G0600 LOT TRANSFERS                     ,2664                          ,                                   ,CHASE   ,NULL,
G0700   ,NATIONAL INSURANCE ASSOCIATION          ,G0700   ,NATIONAL INSURANCE ASSOCIATION          ,2650                          ,357                                ,CHASE   ,G 08420         ,G0700   
G0700   ,NATIONAL INSURANCE ASSOCIATION          ,G0700IN ,NATL INSUR. - IN TM                     ,2650                          ,                                   ,CHASE   ,NULL,
G0700   ,NATIONAL INSURANCE ASSOCIATION          ,G0700TRN,G0700 LOT TRANSFERS                     ,2650                          ,                                   ,CHASE   ,NULL,
G0800   ,NETHERLANDS INSURANCE COMPANY           ,G0800   ,NETHERLANDS INSURANCE COMPANY           ,2659                          ,358                                ,CHASE   ,G 08418         ,G0800   
G0800   ,NETHERLANDS INSURANCE COMPANY           ,G0800CA ,NTLD INS. CO - CA TM                    ,2659                          ,                                   ,CHASE   ,P 03498         ,
G0800   ,NETHERLANDS INSURANCE COMPANY           ,G0800SL ,THE NETHERLANDS INS CO - SL             ,2659                          ,877                                ,BONY    ,523203          ,
G0800   ,NETHERLANDS INSURANCE COMPANY           ,G0800TRN,G0800 LOT TRANSFERS                     ,2659                          ,                                   ,CHASE   ,NULL,
G0800   ,NETHERLANDS INSURANCE COMPANY           ,G080TMPG,NETHERLANDS INSURANCE CO TMPG COLLATERAL,2659                          ,1004                               ,CHASE   ,G 24075         ,
G1000   ,MID-AMERICAN FIRE & CASUALTY COMPANY    ,G1000   ,MID-AMERICAN FIRE & CASUALTY COMPANY    ,2657                          ,360                                ,CHASE   ,G 08425         ,G1000   
G1000   ,MID-AMERICAN FIRE & CASUALTY COMPANY    ,G1000OH ,MID-AM. F&C - OH TM                     ,2657                          ,                                   ,CHASE   ,G 08558         ,
G1000   ,MID-AMERICAN FIRE & CASUALTY COMPANY    ,G1000TRN,G1000 LOT TRANSFERS                     ,2657                          ,                                   ,CHASE   ,NULL,
G1100   ,AMERICAN AMBASSADOR CASUALTY COMPANY    ,G1100   ,AMERICAN AMBASSADOR CASUALTY COMPANY    ,2651                          ,361                                ,CHASE   ,G 08422         ,
G1200   ,MIDWESTERN IDEMNITY COMPANY             ,G1200   ,MIDWESTERN IDEMNITY COMPANY             ,2656                          ,362                                ,CHASE   ,G 08426         ,G1200   
G1200   ,MIDWESTERN IDEMNITY COMPANY             ,G1200OH ,MIDWEST INDEM - OH TM                   ,2656                          ,                                   ,CHASE   ,G 08644         ,
G1200   ,MIDWESTERN IDEMNITY COMPANY             ,G1200TN ,MIDWEST INDEM - TN TM                   ,2656                          ,                                   ,CHASE   ,G 08646         ,
G1200   ,MIDWESTERN IDEMNITY COMPANY             ,G1200TRN,G1200 LOT TRANSFERS                     ,2656                          ,                                   ,CHASE   ,NULL,
G1300   ,AMERICA FIRST INSURANCE COMPANY         ,G1300   ,AMERICA FIRST INSURANCE COMPANY         ,2661                          ,363                                ,CHASE   ,G 08421         ,G1300   
G1300   ,AMERICA FIRST INSURANCE COMPANY         ,G1300TRN,G1300 LOT TRANSFERS                     ,2661                          ,                                   ,CHASE   ,NULL,
G1400   ,LIBERTY-USA CORPORATION                 ,G1400   ,LIBERTY-USA CORPORATION                 ,2669                          ,364                                ,CHASE   ,G 08424         ,
G1500   ,GLOBE-AMERICAN CASUALTY COMPANY         ,G1500   ,GLOBE-AMERICAN CASUALTY COMPANY         ,2656                          ,365                                ,CHASE   ,G 08423         ,
G1500   ,GLOBE-AMERICAN CASUALTY COMPANY         ,G1500OH ,GLOBE AM. - OH TM                       ,2656                          ,                                   ,CHASE   ,G 08645         ,
G1600   ,COOLING-GRUMME-MUMFORD COMPANY          ,G1600   ,COOLING-GRUMME-MUMFORD COMPANY          ,2666                          ,444                                ,CHASE   ,G 99902         ,
G1700   ,DIVERSIFIED SETTLEMENTS INC             ,G1700   ,DIVERSIFIED SETTLEMENTS INC             ,2667                          ,441                                ,CHASE   ,NULL,
G1900   , AGE                      ,G1900   ,LIH US P&C HOLDING                      ,2665                          ,366                                ,CHASE   ,G 08553         ,
G9000   ,HOLDINGS INC          ,G9000   ,HOLDINGS INC          ,2668                          ,367                                ,CHASE   ,G 08552         ,
GENPORT ,GENESIS PORTUGAL                        ,GENPORT ,GENESIS PORTUGAL                        ,L736                          ,130                                ,CITIBANK,15171054        ,
H7800   ,WAUSAU HOLDINGS INC                     ,H7800   ,WAUSAU HOLDINGS INC                     ,                              ,                                   ,8500    ,NULL,
H7900   ,BERKELEY MANAGEMENT CORP                ,H7900   ,BERKELEY MANAGEMENT CORP                ,8135                          ,                                   ,8500    ,NULL,
HONGKONG,INSURANCE LTD     ,HKAFS   ,HONG KONG - AVAILABLE FOR SALE          ,L825                          ,942                                ,CITIBANK,NULL,HKAFS   
HONGKONG,INSURANCE LTD     ,HKLIFAFS,HONG KONG LIFE - AVAILABLE FOR SALE     ,L825                          ,938                                ,CITIBANK,NULL,HKLIFAFS
HONGKONG,INSURANCE LTD     ,HKLIFE  ,HONG KONG LIFE                          ,L825                          ,225                                ,CITIBANK,NULL,HKLIFE  
HONGKONG,INSURANCE LTD     ,HKLIFEWC,HONG KONG LIFE WORKING CAPITAL          ,L825                          ,953                                ,CITIBANK,NULL,HKLIFEWC
HONGKONG,INSURANCE LTD     ,HKWC    ,HONG KONG WORKING CAPITAL               ,L825                          ,948                                ,CITIBANK,NULL,HKWC    
HONGKONG,INSURANCE LTD     ,HONGKLIA,LIBERTY CITYSTATE INSURANCE HONGKONG    ,L825                          ,                                   ,CITIBANK,NULL,
HONGKONG,INSURANCE LTD     ,HONGKONG, Insurance Ltd    ,L825                          ,180                                ,CITIBANK,8623070000      ,HONGKONG
IBERIA  ,IBERIA S.L.  S.C. ,IBERIA  ,IBERIA S.L.  S.C. ,                              ,432                                ,CITIBANK,963630000       ,
INDSEG  ,INDIANA SEGUROS                         ,BRAZILIS,INDIANA SEGUROS S/A                     ,L723                          ,968                                ,ITAU    ,996110          ,BRAZILIS
INDSEG  ,INDIANA SEGUROS                         ,INDSEGCD,INDSEGCDCA                              ,L723                          ,969                                ,ITAU    ,996110          ,INDSEGCD
INDSEG  ,INDIANA SEGUROS                         ,INDSEGWC,INDIANA SEGUROS WC - CLOSED             ,L723                          ,970                                ,ITAU    ,NULL,
IROHLDUS,IC HOLDINGS (U.S.) INC.          ,IRHLEPIC,IC HOLDINGS (U.S.) INC - EPIC LN ,L912                          ,1210                               ,BONY    ,NULL,
IROHLDUS,IC HOLDINGS (U.S.) INC.          ,IROHOLUS,IC HOLDINGS US LTD               ,L912                          ,1278                               ,BONY    ,658671          ,IROHOLUS
IROHLDUS,IC HOLDINGS (U.S.) INC.          ,ISHLEPIC,IC HOLDINGS (U.S.) INC - EPIC LN ,                              ,                                   ,BONY72  ,X               ,
IROHLDUS,IC HOLDINGS (U.S.) INC.          ,ISOHOLUS,IC HOLDINGS US LTD               ,                              ,                                   ,BONY72  ,651071X         ,
IRONEL  ,IC EUROPE DAC                    ,IRONEL  ,IC EUROPE DAC - USD              ,L931                          ,1206                               ,BONY    ,658679          ,IRONEL  
IRONEL  ,IC EUROPE DAC                    ,IRONELE ,IC EUROPE DAC - EUR              ,L931                          ,1207                               ,BONY    ,658679          ,IRONELE 
IRONEL  ,IC EUROPE DAC                    ,IRONELN ,IC EUROPE DAC - USD (NAIC)       ,L931                          ,1208                               ,BONY    ,250796          ,IRONELN 
IRONEL  ,IC EUROPE DAC                    ,IRONELS ,IC EUROPE DAC - GBP              ,L931                          ,1209                               ,BONY    ,658679          ,IRONELS 
IRONEL  ,IC EUROPE DAC                    ,IRONELU ,IC EUROPE DAC - USD              ,L931                          ,1301                               ,BONY    ,IRNF0002002     ,IRONELU 
IRONEL  ,IC EUROPE DAC                    ,ISONEL  ,IC EUROPE DAC - USD              ,                              ,                                   ,BONY74  ,680473X         ,
IRONEL  ,IC EUROPE DAC                    ,ISONELE ,IC EUROPE DAC - EUR              ,                              ,                                   ,BONY74  ,680473X         ,
IRONEL  ,IC EUROPE DAC                    ,ISONELN ,IC EUROPE DAC - USD (NAIC)       ,                              ,                                   ,BONY75  ,680473X         ,
IRONEL  ,IC EUROPE DAC                    ,ISONELS ,IC EUROPE DAC - GBP              ,                              ,                                   ,BONY74  ,680473X         ,
IRONHLD ,IC INVESTMENT HOLDINGS LTD       ,IRONHBRE,IC INV HLD BROADSTREET RECP II LP,L918                          ,1252                               ,CHASELP ,NULL,
IRONHLD ,IC INVESTMENT HOLDINGS LTD       ,IRONHFCM,IC INV HLD FOSUN CHINA MOMENTUM  ,L918                          ,1253                               ,BONY    ,658680          ,
IRONHLD ,IC INVESTMENT HOLDINGS LTD       ,ISONHBRE,IC INV HLD BROADSTREET RECP II LP,                              ,                                   ,GS1     ,X               ,
IRONHLD ,IC INVESTMENT HOLDINGS LTD       ,ISONHFCM,IC INV HLD FOSUN CHINA MOMENTUM  ,                              ,                                   ,BONY72  ,X               ,
IRONI   ,IC INDEMNITY INC                 ,IRNITRN ,IRONI LOT TRANSFERS                     ,2810                          ,                                   ,BONY    ,NULL,
IRONI   ,IC INDEMNITY INC                 ,IRONIAWA,IC INDEM - AWAC TRUST            ,2810                          ,1212                               ,BONY    ,963692          ,
IRONI   ,IC INDEMNITY INC                 ,IRONIBR ,IC INDEM - BLACKROCK UNM         ,2810                          ,1213                               ,BONY    ,322386          ,IRONIBR 
IRONI   ,IC INDEMNITY INC                 ,IRONID  ,IC INDEM - IC DIRECTED    ,2810                          ,1214                               ,BONY    ,509198          ,IRONID  
IRONI   ,IC INDEMNITY INC                 ,IRONIDE ,IC INDEM - DEUTSCHE EQ UNM       ,2810                          ,1215                               ,BONY    ,551206          ,
IRONI   ,IC INDEMNITY INC                 ,IRONIFEQ,IC INDEM - FHLB EQ UNM           ,2810                          ,1216                               ,BONY    ,NULL,
IRONI   ,IC INDEMNITY INC                 ,IRONIFHB,IC INDEM - GRNEAM FHLB           ,2810                          ,1217                               ,BONY    ,NULL,
IRONI   ,IC INDEMNITY INC                 ,IRONIGR ,IC INDEM - GRNEAM                ,2810                          ,1218                               ,BONY    ,658672          ,IRONIGR 
IRONI   ,IC INDEMNITY INC                 ,ISONIAWA,IC INDEM - AWAC TRUST            ,                              ,                                   ,BONY56  ,963692X         ,
IRONI   ,IC INDEMNITY INC                 ,ISONIBR ,IC INDEM - BLACKROCK UNM         ,                              ,                                   ,BONY39  ,322386X         ,
IRONI   ,IC INDEMNITY INC                 ,ISONID  ,IC INDEM - IC DIRECTED    ,                              ,                                   ,BONY105 ,509198X         ,
IRONI   ,IC INDEMNITY INC                 ,ISONIDE ,IC INDEM - DEUTSCHE EQ UNM       ,                              ,                                   ,BONY76  ,551206X         ,
IRONI   ,IC INDEMNITY INC                 ,ISONIFEQ,IC INDEM - FHLB EQ UNM           ,                              ,                                   ,BONY48  ,X               ,
IRONI   ,IC INDEMNITY INC                 ,ISONIFHB,IC INDEM - FHLB GRNEAM           ,                              ,                                   ,BONY48  ,X               ,
IRONI   ,IC INDEMNITY INC                 ,ISONIGR ,IC INDEM - GRNEAM                ,                              ,                                   ,BONY48  ,347936X         ,
IRONI   ,IC INDEMNITY INC                 ,ISONIPS ,IC INDEM - PREF STK              ,                              ,                                   ,BONY48  ,347936X         ,
IRONIBL1,IC INVESTMENT BL I LTD           ,IRONIBL1,IC INVESTMENT BL I - MC BL UNM   ,L919                          ,1251                               ,BONY    ,569570          ,
IRONIBL1,IC INVESTMENT BL I LTD           ,ISONIBL1,IC INVESTMENT BL I - MC BL UNM   ,                              ,                                   ,BONY72  ,569570X         ,
IRONIRL1,IC INVESTMENT RL I LTD           ,IRL1PCCP,IC INVESTMENT RL I - PCCP UNM    ,L910                          ,1255                               ,BONY    ,658681          ,
IRONIRL1,IC INVESTMENT RL I LTD           ,IRL1PGI ,IC INVESTMENT RL I - PGI RL UNM  ,L910                          ,1256                               ,CHASELP ,NULL,
IRONIRL1,IC INVESTMENT RL I LTD           ,ISL1PCCP,IC INVESTMENT RL I - PCCP UNM    ,                              ,                                   ,BONY72  ,X               ,
IRONIRL1,IC INVESTMENT RL I LTD           ,ISL1PGI ,IC INVESTMENT RL I - PGI RL UNM  ,                              ,                                   ,BONY72  ,X               ,
IRONIRL2,IC INVESTMENT RL II LTD          ,IRL2ETMK,IC INVESTMENT RL II-EYNSFORD TMK ,L910                          ,1254                               ,CHASELP ,NULL,
